za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1;V2;V3;V4;V5;V6;V7_1;V7_2;V7_3;V7_4;V7_5;V7_6;V7_7;V7_8;V10_1;V10_2;V10_3;V10_4;V10_5;V12_1;V12_2;V12_3;V12_4;V12_5;V12_6
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33686717;,377863;2015/05/13;100000 bis 500000;Sachsen-Anhalt;Ost;m;16;Schüler;nein;drei;drei; ;nein;3500 bis unter 4000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33800881;,869612;2015/05/13;5000 bis 20000;Sachsen-Anhalt;Ost;w;55;Mittlerer Bildungsabschl;ja;zwei;zwei;weiß nicht, keine Angabe;ja;3000 bis unter 3500;Festnetz;weiß nicht, keine Angabe;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;33940266;,500172;2015/05/13;5000 bis 20000;Sachsen-Anhalt;Ost;w;59;Mittlerer Bildungsabschl;ja;zwei;zwei;SPD;ja;1000 bis unter 1500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;habe gemacht;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34111223;2,276412;2015/05/13;100000 bis 500000;Sachsen-Anhalt;Ost;m;65;Mittlerer Bildungsabschl;nein;zwei;zwei;Die Linke;ja;1000 bis unter 1500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;habe gemacht;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34262851;,936927;2015/05/13;100000 bis 500000;Thüringen;Ost;m;55;Studium;ja;drei;drei;Die Linke;ja;keine Angabe;Festnetz;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34395010;,767124;2015/05/13;50000 bis 100000;Thüringen;Ost;m;65;Mittlerer Bildungsabschl;ja;zwei;zwei;weiß nicht, keine Angabe;ja;1500 bis unter 2000;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;sehr schlecht;ja;stimme voll und ganz zu;stimme gar nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme gar nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34647531;,617733;2015/05/13;20000 bis 50000;Thüringen;Ost;m;58;Studium;ja;zwei;zwei;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;mehr;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;sehr gut;nein;weiß nicht, keine Angabe;stimme gar nicht zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;kann ich mir nicht vorstellen zu tun;weiß nicht, keine Angabe;kann ich mir vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34671866;,729847;2015/05/13;bis 2000;Thüringen;Ost;m;63;Studium;nein;zwei;zwei;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr schlecht;ja;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme eher zu;weiß nicht, keine Angabe;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34927926;1,185474;2015/05/13;50000 bis 100000;Thüringen;Ost;m;50;Volks-, Hauptschule;ja;fuenf und mehr;fuenf und mehr;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;weniger;mehr tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;weiß nicht, keine Angabe;ja;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;34999907;,934929;2015/05/13;5000 bis 20000;Thüringen;Ost;w;59;Studium;ja;drei;drei;Die Linke;ja;2000 bis unter 2500;Festnetz;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;35660998;,711568;2015/05/13;bis 2000;Sachsen-Anhalt;Ost;w;63;Mittlerer Bildungsabschl;nein;eine Person;eine Person;CDU/CSU;ja;500 bis unter 1000;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;ja;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;weiß nicht, keine Angabe;stimme voll und ganz zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92000493;,4857;2015/05/13;500000 und mehr;Nordrhein-Westfalen;West;w;63;Mittlerer Bildungsabschl;nein;eine Person;eine Person;CDU/CSU;ja;keine Angabe;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;ja;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92007745;,979458;2015/05/13;100000 bis 500000;Nordrhein-Westfalen;West;w;76;Volks-, Hauptschule;nein;eine Person;eine Person;SPD;ja;2000 bis unter 2500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;weiß nicht, keine Angabe;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92014068;1,411144;2015/05/13;500000 und mehr;Nordrhein-Westfalen;West;w;45;Studium;ja;drei;drei;NPD / DVU;ja;2500 bis unter 3000;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;ja;stimme voll und ganz zu;stimme gar nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92029174;,440895;2015/05/13;100000 bis 500000;Nordrhein-Westfalen;West;w;56;Abitur;nein;zwei;zwei;SPD;ja;3000 bis unter 3500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92030202;1,104595;2015/05/13;100000 bis 500000;Nordrhein-Westfalen;West;w;50;Mittlerer Bildungsabschl;ja;zwei;zwei;SPD;ja;3000 bis unter 3500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92042863;1,38941;2015/05/13;100000 bis 500000;Nordrhein-Westfalen;West;m;81;Volks-, Hauptschule;nein;eine Person;eine Person;FDP;ja;1500 bis unter 2000;Festnetz;mehr;weniger tun;weiß nicht, keine Angabe;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92049478;,560863;2015/05/13;500000 und mehr;Nordrhein-Westfalen;West;w;51;Studium;ja;fuenf und mehr;fuenf und mehr;SPD;ja;5000 Euro und mehr;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;habe gemacht;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92052624;1,104595;2015/05/13;100000 bis 500000;Nordrhein-Westfalen;West;w;54;Mittlerer Bildungsabschl;ja;zwei;zwei;würde nicht wählen;ja;keine Angabe;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92064143;,290177;2015/05/13;500000 und mehr;Nordrhein-Westfalen;West;m;66;Mittlerer Bildungsabschl;nein;zwei;zwei;weiß nicht, keine Angabe;ja;3000 bis unter 3500;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;sehr schlecht;ja;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;habe gemacht;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92080048;,142103;2015/05/13;500000 und mehr;Nordrhein-Westfalen;West;m;69;Studium;ja;zwei;zwei;FDP;ja;5000 Euro und mehr;Festnetz;mehr;weniger tun;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;sehr schlecht;ja;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92174946;,618029;2015/05/13;500000 und mehr;Nordrhein-Westfalen;West;m;74;Studium;nein;zwei;zwei;würde nicht wählen;ja;3500 bis unter 4000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92203803;1,02742;2015/05/13;100000 bis 500000;Nordrhein-Westfalen;West;w;69;Mittlerer Bildungsabschl;nein;zwei;zwei;FDP;ja;1000 bis unter 1500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92209890;,78583;2015/05/13;20000 bis 50000;Hessen;West;w;74;Volks-, Hauptschule;nein;eine Person;eine Person;CDU/CSU;ja;1500 bis unter 2000;Festnetz;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stärker als bisher unterstützen sollte,;weiß nicht, keine Angabe;weiß nicht, keine Angabe;nein;weiß nicht, keine Angabe;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;weiß nicht, keine Angabe;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92228561;,764737;2015/05/13;100000 bis 500000;Nordrhein-Westfalen;West;w;50;Mittlerer Bildungsabschl;ja;fuenf und mehr;fuenf und mehr;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;ja;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;92255658;,474015;2015/05/13;500000 und mehr;Berlin;Ost;m;80;Studium;nein;zwei;zwei;Die Linke;ja;keine Angabe;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund
